url;img;position;track;artists
https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M;https://i.scdn.co/image/ab67616d000048515722ad4a2e4a8bc1de33dab1;34;Aquelas Coisas;['João Gomes']
https://open.spotify.com/track/1nlemQu4XTMSz99AThKp1g;https://i.scdn.co/image/ab67616d00004851123029276c1ce99a72e01553;35;Lelalaue Fim De Ano - GORDÃO DO PC Part, Mc's LIL BEAT , NANDINHO ,TALIBA E LAUAR;['GORDÃO DO PC']
https://open.spotify.com/track/4Bzc3HJXrIotwTGPaxkv7y;https://i.scdn.co/image/ab67616d00004851b83ce908f8853ab37eb23457;36;Internacional;['Cachorrão do Brega']
https://open.spotify.com/track/0UzymivvUH5s8z4PeWZJaK;https://i.scdn.co/image/ab67616d00004851714e56679ab196354e2e443e;37;FEVER;['ENHYPEN']
https://open.spotify.com/track/0s2SzCYqITp4lKdbxPQoYy;https://i.scdn.co/image/ab67616d00004851cc10f4ca3538cc0d0ea401c3;38;MULHER DO ANO XD;['Luísa Sonza']
https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4;https://i.scdn.co/image/ab67616d000048514df3245f26298a1579ecc321;39;Woman;['Doja Cat']
https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd;https://i.scdn.co/image/ab67616d00004851e4ba474c74e6b24ba18d7c8b;40;MORENA;['Luan Santana']
https://open.spotify.com/track/7HYdckQd1guaSYVwMQ3SFL;https://i.scdn.co/image/ab67616d0000485135946ca2053b5c6b2320cd97;41;Medley Lud Session - Modo Avião / A Tua Voz / 700 Por Hora / Radar / A Música Mais Triste do Ano;['LUDMILLA', 'Gloria Groove']
https://open.spotify.com/track/3q6ZCGgFDIVCJQ5XG4JTL2;https://i.scdn.co/image/ab67616d0000485192136166a9161b460b733674;42;Apê 1001;['BIN', 'LUDMILLA', 'Mainstreet', 'Dallass']
https://open.spotify.com/track/2R9IrE42Mw4zdUXAEFNiZL;https://i.scdn.co/image/ab67616d00004851beab1b8ce544dc064445b2c4;43;Senta Danada;['Zé Felipe', 'Os Barões Da Pisadinha']
https://open.spotify.com/track/6GRZoyapjgSDmmkC37tiyh;https://i.scdn.co/image/ab67616d00004851fe4053bdf56e53332739de41;44;Sadomasoquista;['Kathy Maravilha']
https://open.spotify.com/track/7zyZ9yPXIQebb79PrMghpV;https://i.scdn.co/image/ab67616d000048517755000541025fddf488b6c5;45;Zap Zum;['Pabllo Vittar']
https://open.spotify.com/track/1tYJnXtKLoWVIL4lZOouQG;https://i.scdn.co/image/ab67616d00004851e83ae7bd3fb259f30afda163;46;Cê Tá Preparada - Ao Vivo;['Tayrone', 'Marília Mendonça']
https://open.spotify.com/track/3kxkjirben9RVm9NqYa6rm;https://i.scdn.co/image/ab67616d000048515590ae4417d7af76c76edc7a;47;Black Out Days - Future Islands Remix;['Phantogram']
https://open.spotify.com/track/4A0vKKkbHRVJc7vIVnEoop;https://i.scdn.co/image/ab67616d000048516507a4ac42513e7c3483e77a;48;Bom Dia;['Nêgo Jhá']
https://open.spotify.com/track/0qqb0vESEItCXrDySH4Nzh;https://i.scdn.co/image/ab67616d00004851162017609fa6db711050ac3b;49;Balinha;['Chicão do Piseiro']
https://open.spotify.com/track/2YJEjwjMC7kLRLDMoP91qc;https://i.scdn.co/image/ab67616d00004851b89e6e4187627ccdb4715fc3;50;Stunting;['DJ Kiss']
